Market,Code,Issue Name,Industry Classfication,Current Price(Close Price),Change,Market Cap.(KRW)
KOSDAQ,036800,NICEI&T,Telecom & Broadcasting,"27,500",-50,"275,000,000,000"
KOSDAQ,035760,CJOS,Telecom & Broadcasting,"193,900","2,900","1,205,188,940,200"
KOSDAQ,028150,GSHS,Telecom & Broadcasting,"215,700","-1,200","1,415,531,250,000"
KOSDAQ,025770,KICC,Telecom & Broadcasting,"10,550",200,"409,474,438,650"
KOSDAQ,087260,MA,IT S/W & Services,"8,650",880,"129,750,000,000"
KOSDAQ,201490,Me2on,IT S/W & Services,"12,050",350,"363,019,770,100"
KOSDAQ,195440,Fusion,IT S/W & Services,"14,100",-100,"47,422,530,000"
KOSDAQ,220180,HANDYSOFT,IT S/W & Services,"7,480",90,"55,793,387,320"
KOSDAQ,208860,EnGIS Technologies,IT S/W & Services,"18,150",-450,"56,758,317,000"
KOSDAQ,222810,NICSTECH,IT S/W & Services,"2,335",20,"35,583,532,000"
KOSDAQ,206400,Entermate,IT S/W & Services,"4,045",-65,"110,003,920,620"
KOSDAQ,223310,ESV,IT S/W & Services,"15,500",-300,"102,724,700,000"
KOSDAQ,213090,MIRAE TECH,IT S/W & Services,"8,990",-20,"49,445,000,000"
KOSDAQ,207760,Mr. Blue,IT S/W & Services,"3,520",15,"85,046,558,080"
KOSDAQ,192080,DoubleUGames,IT S/W & Services,"41,650",-250,"724,034,228,750"
KOSDAQ,205500,Action Square,IT S/W & Services,"6,220",10,"155,123,229,720"
KOSDAQ,094360,C&M,IT S/W & Services,"12,300",250,"89,040,831,600"
KOSDAQ,127710,ASIA BUSINESS DAILY,IT S/W & Services,"3,815",-45,"96,305,974,450"
KOSDAQ,067730,LOGISYS,IT S/W & Services,"4,790",-125,"44,743,016,380"
KOSDAQ,214180,Minwise,IT S/W & Services,"32,450",550,"192,860,539,300"
KOSDAQ,205100,XM,IT S/W & Services,"3,400",-20,"101,756,736,800"
KOSDAQ,184230,SGA Solutions,IT S/W & Services,"2,680",75,"68,757,908,480"
KOSDAQ,215000,GOLFZON,IT S/W & Services,"67,500",900,"423,590,512,500"
KOSDAQ,189690,FORCS,IT S/W & Services,"7,480",-10,"51,147,462,080"
KOSDAQ,124500,ITCEN,IT S/W & Services,"3,445",215,"32,239,109,240"
KOSDAQ,194510,PATI Games,IT S/W & Services,"9,210",-110,"111,827,709,480"
KOSDAQ,192250,Ksign,IT S/W & Services,"2,125",5,"130,637,292,625"
KOSDAQ,194480,Devsisters,IT S/W & Services,"14,000",50,"155,247,330,000"
KOSDAQ,042510,RaonSecure,IT S/W & Services,"2,745",-15,"87,317,384,940"
KOSDAQ,053300,KICA,IT S/W & Services,"6,530",170,"203,507,450,000"
KOSDAQ,131370,RSUPPORT,IT S/W & Services,"2,185",0,"116,388,576,355"
KOSDAQ,085810,Alticast,IT S/W & Services,"4,280",-40,"90,835,124,800"
KOSDAQ,123420,SundayToz,IT S/W & Services,"21,950",150,"210,058,031,900"
KOSDAQ,150900,FASOO.COM,IT S/W & Services,"5,370",-50,"43,726,272,150"
KOSDAQ,153460,NABLE,IT S/W & Services,"5,910",20,"38,592,382,740"
KOSDAQ,038540,TexcelNetCom,IT S/W & Services,"8,150",0,"381,353,789,400"
KOSDAQ,026260,Botabio,IT S/W & Services,"1,420",0,"42,554,136,840"
KOSDAQ,143240,SaraminHR,IT S/W & Services,"17,350",150,"201,854,463,050"
KOSDAQ,131090,SECUVE,IT S/W & Services,"5,380",-100,"36,584,000,000"
KOSDAQ,139670,NexStreaming,IT S/W & Services,"5,460",-60,"38,312,334,060"
KOSDAQ,139050,Kyung Bong,IT S/W & Services,"2,885",15,"58,129,028,350"
KOSDAQ,121440,GOLFZONYUWONHOLDINGS,IT S/W & Services,"6,650",20,"284,864,839,700"
KOSDAQ,136540,Wins,IT S/W & Services,"12,800",50,"144,706,956,800"
KOSDAQ,089150,KCT,IT S/W & Services,"3,520",-30,"60,368,000,000"
KOSDAQ,093320,KINX,IT S/W & Services,"14,150",0,"69,052,000,000"
KOSDAQ,119860,DANAWA,IT S/W & Services,"6,860",-30,"89,693,278,920"
KOSDAQ,041460,Crosscert,IT S/W & Services,"6,210",0,"133,261,936,290"
KOSDAQ,067920,IGLOO SECURITY,IT S/W & Services,"4,520",-15,"46,231,680,960"
KOSDAQ,111820,CHEOUM & C,IT S/W & Services,"7,870",-100,"151,690,543,230"
KOSDAQ,089850,UBIVELOX,IT S/W & Services,"10,150",-150,"72,224,324,550"
KOSDAQ,070300,Solacia,IT S/W & Services,"6,140",0,"37,859,694,360"
KOSDAQ,079970,TOBESOFT,IT S/W & Services,"6,610",-100,"91,151,047,310"
KOSDAQ,071200,INFINITT Healthcare,IT S/W & Services,"6,690",-50,"163,212,304,020"
KOSDAQ,100030,Mobileleader,IT S/W & Services,"11,250",-50,"36,941,782,500"
KOSDAQ,035620,Barunson E&A,IT S/W & Services,"3,100",20,"208,192,571,400"
KOSDAQ,030350,Dragonfly,IT S/W & Services,"7,750",0,"114,406,298,250"
KOSDAQ,115500,KCS,IT S/W & Services,"6,240",-240,"74,880,000,000"
KOSDAQ,115450,G-treeBNT,IT S/W & Services,"16,350",-250,"372,133,063,200"
KOSDAQ,112040,Wemade,IT S/W & Services,"28,750",550,"483,000,000,000"
KOSDAQ,108860,SELVAS AI,IT S/W & Services,"3,890",45,"85,797,626,050"
KOSDAQ,104200,BUGS Corporation,IT S/W & Services,"10,250",-150,"151,982,387,500"
KOSDAQ,049470,SGA,IT S/W & Services,"1,125",-10,"96,236,637,750"
KOSDAQ,063080,GAMEVIL,IT S/W & Services,"58,000",900,"378,297,808,000"
KOSDAQ,041140,Nexon GT,IT S/W & Services,"9,030",60,"319,421,097,660"
KOSDAQ,101730,Joymax,IT S/W & Services,"8,820",-10,"75,016,163,880"
KOSDAQ,058630,Mgame,IT S/W & Services,"5,700",190,"108,914,175,000"
KOSDAQ,094840,Suprema HQ,IT S/W & Services,"7,980",-10,"83,565,283,200"
KOSDAQ,047560,ESTsoft,IT S/W & Services,"8,120",-80,"80,383,128,000"
KOSDAQ,064480,BRIDGETEC,IT S/W & Services,"7,230",-40,"86,416,575,000"
KOSDAQ,067000,JoyCity,IT S/W & Services,"20,000",-200,"235,667,900,000"
KOSDAQ,053280,YES24,IT S/W & Services,"5,750",-10,"98,900,000,000"
KOSDAQ,081970,HansolNexG,IT S/W & Services,"5,120",70,"29,491,200,000"
KOSDAQ,072770,Neodian Technology,IT S/W & Services,"1,405",15,"42,585,104,615"
KOSDAQ,094480,GalaxiaComms,IT S/W & Services,"4,120",-155,"134,697,397,160"
KOSDAQ,078340,C2S,IT S/W & Services,"109,500","1,400","1,408,872,990,000"
KOSDAQ,095660,NeoWiz Games,IT S/W & Services,"11,900",450,"260,788,595,200"
KOSDAQ,069410,nTels,IT S/W & Services,"14,250",0,"98,313,984,750"
KOSDAQ,053110,SORIBADA,IT S/W & Services,"1,435",-60,"62,065,978,555"
KOSDAQ,094860,KORNIC GLORY,IT S/W & Services,920,-80,"43,840,817,040"
KOSDAQ,067280,Multicampus,IT S/W & Services,"37,450",200,"221,957,873,550"
KOSDAQ,086960,MDS Tech,IT S/W & Services,"20,450",100,"180,483,683,600"
KOSDAQ,078860,IOK,IT S/W & Services,673,-7,"79,169,764,935"
KOSDAQ,043610,KT Music,IT S/W & Services,"3,780",25,"158,056,288,740"
KOSDAQ,046110,HANIL NETWORKS,IT S/W & Services,"4,930",-170,"58,934,339,110"
KOSDAQ,041020,INFRAWARE,IT S/W & Services,"1,850",-20,"34,443,596,000"
KOSDAQ,079940,GABIA,IT S/W & Services,"6,080",-30,"82,296,958,720"
KOSDAQ,080010,eSANG,IT S/W & Services,"7,370",20,"66,330,000,000"
KOSDAQ,075130,PLANTYNET,IT S/W & Services,"6,540",70,"58,598,400,000"
KOSDAQ,052220,iMBC,IT S/W & Services,"3,785",-35,"87,055,000,000"
KOSDAQ,052460,iCRAFT,IT S/W & Services,"6,730",20,"54,203,204,640"
KOSDAQ,046440,KGMBLS,IT S/W & Services,"7,030",-50,"145,601,289,630"
KOSDAQ,064260,DANAL,IT S/W & Services,"5,300",-10,"224,817,684,300"
KOSDAQ,070590,Hansol Intic,IT S/W & Services,"2,775",-10,"38,515,670,775"
KOSDAQ,067160,AfreecaTV,IT S/W & Services,"22,150",-150,"240,808,531,550"
KOSDAQ,066410,Candle Media,IT S/W & Services,"1,335",-25,"82,330,695,555"
KOSDAQ,065560,Cubes,IT S/W & Services,"2,165",-65,"58,954,673,340"
KOSDAQ,069080,Webzen,IT S/W & Services,"20,600",800,"727,404,210,400"
KOSDAQ,050320,SIT Global,IT S/W & Services,644,0,"32,512,794,020"
KOSDAQ,023770,PLAYWITH,IT S/W & Services,"10,550",0,"32,446,197,950"
KOSDAQ,065440,ELUON,IT S/W & Services,"2,725",-70,"41,624,429,500"
KOSDAQ,035600,KGINICIS,IT S/W & Services,"11,300",300,"300,354,915,300"
KOSDAQ,064800,FEELINGK,IT S/W & Services,"3,975",285,"150,061,715,625"
KOSDAQ,052770,ydonline,IT S/W & Services,"4,080",-125,"91,821,726,000"
KOSDAQ,045340,TSB,IT S/W & Services,"3,325",-50,"28,455,483,000"
KOSDAQ,057680,Omnitel,IT S/W & Services,"3,355",55,"61,671,368,440"
KOSDAQ,051160,GAEASOFT,IT S/W & Services,"1,730",70,"22,178,641,520"
KOSDAQ,053980,OSANGJAIEL,IT S/W & Services,"9,150",50,"162,393,120,300"
KOSDAQ,047080,HBS,IT S/W & Services,"4,965",50,"122,996,599,485"
KOSDAQ,042500,RingNet,IT S/W & Services,"4,165",-35,"61,587,346,870"
KOSDAQ,040350,CUROCOM,IT S/W & Services,"2,240",-60,"208,385,199,680"
KOSDAQ,060250,NHN KCP,IT S/W & Services,"13,150",-150,"241,226,795,450"
KOSDAQ,054920,Hancom Secure,IT S/W & Services,"3,785",0,"47,350,410,560"
KOSDAQ,053800,AHNLAB,IT S/W & Services,"64,900",-500,"649,899,189,500"
KOSDAQ,053350,INITECH,IT S/W & Services,"6,740",-10,"133,390,773,840"
KOSDAQ,052790,ACTOZ SOFT,IT S/W & Services,"21,350","2,150","241,909,121,300"
KOSDAQ,052400,KONA I,IT S/W & Services,"10,600",100,"164,926,650,800"
KOSDAQ,052190,ESA,IT S/W & Services,"5,350",10,"44,302,290,700"
KOSDAQ,049480,Openbase,IT S/W & Services,"3,885",-75,"122,075,957,955"
KOSDAQ,045510,ZWNS,IT S/W & Services,"2,300",-50,"74,081,371,600"
KOSDAQ,045390,DAEATI,IT S/W & Services,"1,910",-35,"135,899,407,020"
KOSDAQ,040160,NURI Telecom,IT S/W & Services,"9,150",-10,"110,308,145,250"
KOSDAQ,038680,SNET,IT S/W & Services,"5,640",-100,"90,664,212,600"
KOSDAQ,036030,KTH,IT S/W & Services,"7,350",-20,"262,505,411,700"
KOSDAQ,035720,Kakao,IT S/W & Services,"85,400",-400,"5,778,519,093,200"
KOSDAQ,033230,INSUNG,IT S/W & Services,"3,840",-145,"65,147,980,800"
KOSDAQ,033130,DChosun,IT S/W & Services,"2,745",-110,"101,881,407,915"
KOSDAQ,032850,BITComputer,IT S/W & Services,"5,200",-80,"86,441,123,600"
KOSDAQ,032620,UBCARE,IT S/W & Services,"3,500",-15,"141,002,645,000"
KOSDAQ,030520,HANCOM,IT S/W & Services,"16,450",250,"379,702,370,950"
KOSDAQ,026180,HIT,IT S/W & Services,"1,830",0,"108,953,066,850"
KOSDAQ,020180,DIC,IT S/W & Services,"1,885",-135,"72,438,504,775"
KOSDAQ,010280,SICC,IT S/W & Services,"2,165",-30,"87,604,633,610"
KOSDAQ,241790,OCEANBRIDGE,IT H/W,"10,800",200,"98,549,784,000"
KOSDAQ,176440,HNT,IT H/W,"9,860",40,"66,072,846,000"
KOSDAQ,123010,OptoPAC,IT H/W,"5,540",110,"26,356,505,680"
KOSDAQ,174880,JangWon,IT H/W,"9,960",140,"60,208,200,000"
KOSDAQ,148250,RN2 Technologies,IT H/W,"5,650",50,"35,758,522,300"
KOSDAQ,240810,WONIK IPS,IT H/W,"22,400",-100,"924,524,966,400"
KOSDAQ,101390,IM,IT H/W,"4,090",70,"92,319,516,810"
KOSDAQ,211270,APSI,IT H/W,"8,310",0,"124,773,021,240"
KOSDAQ,226350,IMTECH,IT H/W,"6,780",-130,"115,059,990,000"
KOSDAQ,224060,KODI-M,IT H/W,"1,870",-125,"126,252,376,800"
KOSDAQ,191410,RYUK-IL C&S,IT H/W,"6,750",-50,"57,530,115,000"
KOSDAQ,122640,YEST,IT H/W,"24,800",0,"107,317,560,800"
KOSDAQ,208710,BIOLOG DEVICE,IT H/W,"2,875",95,"78,782,222,000"
KOSDAQ,197210,LEED,IT H/W,"9,740",240,"58,494,524,520"
KOSDAQ,127160,MM,IT H/W,"4,695",95,"29,212,876,875"
KOSDAQ,190510,NAMUGA,IT H/W,"46,100",-350,"156,007,609,300"
KOSDAQ,092870,EXICON,IT H/W,"9,670",0,"85,903,445,000"
KOSDAQ,214870,HDPRO,IT H/W,"11,350",-150,"66,771,073,900"
KOSDAQ,219130,TigerElec,IT H/W,"5,130",-70,"32,392,307,700"
KOSDAQ,217190,Genesem,IT H/W,"4,705",30,"41,258,963,670"
KOSDAQ,175140,INFOMARK,IT H/W,"15,850",100,"56,445,146,800"
KOSDAQ,224110,ATEC T&,IT H/W,"9,200",130,"49,128,000,000"
KOSDAQ,131760,FINETEK,IT H/W,"9,300",0,"90,209,972,100"
KOSDAQ,222800,SIMMTECH,IT H/W,"10,900",250,"243,357,836,300"
KOSDAQ,178780,U-Tech,IT H/W,"8,730",160,"88,702,038,000"
KOSDAQ,094170,DONGWOON ANATECH,IT H/W,"10,350",0,"62,006,850,000"
KOSDAQ,214310,Semicon Light,IT H/W,"1,870",-30,"85,320,620,000"
KOSDAQ,177350,Vessel,IT H/W,"5,890",-100,"65,923,047,520"
KOSDAQ,160980,CYMECHS,IT H/W,"16,600",-100,"90,152,325,800"
KOSDAQ,087600,Pixelplus,IT H/W,"14,600",-400,"119,231,746,800"
KOSDAQ,060230,exax,IT H/W,"1,750",-30,"54,587,034,250"
KOSDAQ,046310,BG T&A,IT H/W,"4,845",-80,"69,350,118,750"
KOSDAQ,213420,DUK SAN NEOLUX,IT H/W,"24,600",450,"295,391,142,000"
KOSDAQ,193250,YJM Games,IT H/W,"5,530",-130,"250,255,145,350"
KOSDAQ,200470,HISEM,IT H/W,"3,065",-5,"53,802,029,200"
KOSDAQ,080580,OKins,IT H/W,"4,685",-30,"29,047,000,000"
KOSDAQ,200710,ADTechnology,IT H/W,"5,820",-80,"47,413,794,000"
KOSDAQ,200230,TELCON,IT H/W,"5,060",-240,"293,969,656,200"
KOSDAQ,192440,Spigen Korea,IT H/W,"53,600",500,"333,197,056,800"
KOSDAQ,182690,TerraSem,IT H/W,"2,770",25,"38,686,761,800"
KOSDAQ,143540,YWDSP,IT H/W,"9,390",30,"114,412,135,740"
KOSDAQ,192410,GNI,IT H/W,"8,800",0,"31,769,760,000"
KOSDAQ,187270,Shin Hwa Contech,IT H/W,"8,800",240,"70,827,794,400"
KOSDAQ,059120,AJINEXTEK,IT H/W,"7,170",-70,"40,367,100,000"
KOSDAQ,096040,E-TRON,IT H/W,420,-8,"76,169,467,920"
KOSDAQ,052420,OSUNG LST,IT H/W,940,5,"191,718,245,200"
KOSDAQ,138080,OE Solutions,IT H/W,"15,800",-150,"81,837,838,000"
KOSDAQ,154040,Solueta,IT H/W,"6,180",-30,"68,143,868,880"
KOSDAQ,049080,GIGALANE,IT H/W,"4,780",-60,"84,627,132,380"
KOSDAQ,134580,DMT,IT H/W,"3,830",-10,"43,087,500,000"
KOSDAQ,171010,RAM TECH,IT H/W,"4,270",-90,"48,605,264,820"
KOSDAQ,161570,Midong & Cinema,IT H/W,"5,700",-300,"78,613,180,200"
KOSDAQ,076610,Haesung Optics,IT H/W,"5,540",-50,"92,379,500,000"
KOSDAQ,131970,TESNA,IT H/W,"14,750",-150,"101,037,500,000"
KOSDAQ,170920,LTC,IT H/W,"11,600",-150,"87,231,338,800"
KOSDAQ,170790,Piolink,IT H/W,"7,850",-120,"53,822,190,500"
KOSDAQ,097800,Winpac,IT H/W,"2,220",-45,"37,942,503,960"
KOSDAQ,155960,GD,IT H/W,"4,315",170,"78,507,774,510"
KOSDAQ,114810,IONES,IT H/W,"15,750",200,"165,305,164,500"
KOSDAQ,153490,WOOREE E&L,IT H/W,"1,225",-40,"61,127,500,000"
KOSDAQ,159910,MBK,IT H/W,"1,070",20,"79,012,861,720"
KOSDAQ,046970,WOORIRO,IT H/W,"2,360",-100,"44,103,592,680"
KOSDAQ,155650,YMC,IT H/W,"11,050",750,"109,009,277,650"
KOSDAQ,149950,AVATEC,IT H/W,"6,590",30,"102,853,425,000"
KOSDAQ,121850,KOYJ,IT H/W,"4,370",80,"43,420,953,650"
KOSDAQ,149940,Modacom,IT H/W,"10,000",-100,"131,400,930,000"
KOSDAQ,151910,NANOS,IT H/W,"1,695",0,"163,433,378,040"
KOSDAQ,060310,3S KOREA,IT H/W,"2,580",0,"108,293,276,040"
KOSDAQ,097520,MCNEX,IT H/W,"21,550",-400,"193,911,597,900"
KOSDAQ,141000,Viatron,IT H/W,"20,300",-400,"245,928,613,000"
KOSDAQ,096630,S Connect,IT H/W,"2,900",-25,"189,270,599,600"
KOSDAQ,086520,ECOPRO,IT H/W,"12,200",100,"260,636,493,400"
KOSDAQ,052020,STCUBE,IT H/W,"5,110",-60,"131,233,139,520"
KOSDAQ,072950,VISSEM,IT H/W,"5,990",0,"35,940,000,000"
KOSDAQ,104830,WIMCO,IT H/W,"59,100",800,"369,126,780,000"
KOSDAQ,123260,STC,IT H/W,"4,560",-140,"37,974,626,640"
KOSDAQ,121800,Seven Star Works,IT H/W,"5,060",-210,"93,880,047,140"
KOSDAQ,089530,AT semicon,IT H/W,943,-12,"56,284,117,719"
KOSDAQ,089030,Techwing,IT H/W,"12,400",-200,"224,239,975,600"
KOSDAQ,115530,CNPLUS,IT H/W,"2,555",-45,"13,141,420,215"
KOSDAQ,123100,TERA SEMICON,IT H/W,"23,650",150,"267,335,816,000"
KOSDAQ,143160,IDIS,IT H/W,"9,520",-60,"102,020,032,800"
KOSDAQ,040910,ICD,IT H/W,"14,250",-100,"234,421,962,000"
KOSDAQ,109080,OPTICIS,IT H/W,"6,600",50,"37,197,600,000"
KOSDAQ,131100,Leechem,IT H/W,"1,725",-25,"28,532,158,950"
KOSDAQ,138690,LIS,IT H/W,"11,500",100,"155,795,491,000"
KOSDAQ,052290,TRAIS,IT H/W,"2,125",20,"95,411,879,500"
KOSDAQ,131180,DILLI,IT H/W,"2,135",50,"62,662,250,000"
KOSDAQ,061970,LB SEMICON,IT H/W,"3,130",-150,"137,045,772,960"
KOSDAQ,033560,BLUECOM,IT H/W,"10,300",-50,"197,760,000,000"
KOSDAQ,131290,TSE,IT H/W,"9,190",-50,"101,654,532,510"
KOSDAQ,064290,INTEKPLUS,IT H/W,"3,810",-40,"37,066,042,200"
KOSDAQ,131400,ACT,IT H/W,"2,760",0,"46,662,665,880"
KOSDAQ,096690,J. Stephen Lab.,IT H/W,716,-2,"170,027,829,060"
KOSDAQ,033170,Signetics,IT H/W,"1,460",20,"125,163,345,740"
KOSDAQ,123860,ANAPASS,IT H/W,"13,550",-100,"137,230,335,000"
KOSDAQ,119830,ITEK Semi,IT H/W,"6,120",-10,"31,879,361,520"
KOSDAQ,068940,ick,IT H/W,"4,815",5,"60,052,145,535"
KOSDAQ,117670,Alpha Holdings,IT H/W,"9,000",60,"108,664,281,000"
KOSDAQ,068240,DAWONSYS,IT H/W,"10,500",100,"255,119,991,000"
KOSDAQ,122990,WiSoL,IT H/W,"15,200",-250,"308,275,060,800"
KOSDAQ,114120,CrucialTec,IT H/W,"8,240",-110,"235,497,964,000"
KOSDAQ,121890,SDSYSTEM,IT H/W,"7,690",-80,"29,222,000,000"
KOSDAQ,108320,Silicon Works,IT H/W,"30,800",100,"500,940,440,000"
KOSDAQ,115610,IMAGIS,IT H/W,"7,050",-70,"54,067,352,400"
KOSDAQ,106080,HYSONIC,IT H/W,"3,570",465,"49,208,962,110"
KOSDAQ,114570,G-SMATT GLOBAL,IT H/W,"13,700",650,"270,965,121,200"
KOSDAQ,101330,MOBASE,IT H/W,"7,550",-80,"117,417,600,000"
KOSDAQ,115440,WooriNet,IT H/W,"5,900",-90,"37,557,689,000"
KOSDAQ,099520,ITX-M2M,IT H/W,"2,185",45,"30,837,741,855"
KOSDAQ,096640,MELFAS,IT H/W,"7,510",200,"159,641,204,010"
KOSDAQ,115160,HUMAX,IT H/W,"12,050",150,"288,137,165,900"
KOSDAQ,109960,Aprogen H&G,IT H/W,"3,875",-15,"195,176,046,500"
KOSDAQ,082920,VITCELL,IT H/W,"13,400",-100,"218,765,076,800"
KOSDAQ,052860,I&C,IT H/W,"3,360",70,"48,862,299,360"
KOSDAQ,105330,KNW,IT H/W,"6,970",-20,"39,459,588,590"
KOSDAQ,102120,ABOV,IT H/W,"8,140",-10,"142,121,575,420"
KOSDAQ,043200,PARU,IT H/W,"3,425",25,"94,657,646,325"
KOSDAQ,033100,CheryongElec,IT H/W,"3,440",-25,"55,254,686,960"
KOSDAQ,101490,S&S TECH,IT H/W,"5,980",20,"118,017,279,380"
KOSDAQ,101400,NEOFIDELITY,IT H/W,"3,160",-40,"43,490,808,240"
KOSDAQ,106240,FINETECHNIX,IT H/W,"2,855",-5,"95,599,957,645"
KOSDAQ,078070,Ubiquoss,IT H/W,"11,450",0,"242,740,000,000"
KOSDAQ,059100,IC,IT H/W,"10,450",-200,"73,890,487,000"
KOSDAQ,098120,MCS,IT H/W,"5,710",-80,"47,465,893,860"
KOSDAQ,083470,KJ Pretech,IT H/W,"4,200",-300,"89,346,751,200"
KOSDAQ,101160,Worldex,IT H/W,"2,615",20,"42,009,878,245"
KOSDAQ,099320,SI,IT H/W,"36,150",-200,"132,308,638,500"
KOSDAQ,095610,TES,IT H/W,"21,800",350,"423,048,838,000"
KOSDAQ,096870,LDT,IT H/W,"4,115",20,"27,481,616,000"
KOSDAQ,087730,NEPES AMC,IT H/W,"8,770",-180,"25,082,200,000"
KOSDAQ,091440,Telefield,IT H/W,"3,870",-10,"26,923,744,800"
KOSDAQ,097780,S-MAC,IT H/W,"5,940",60,"144,453,618,540"
KOSDAQ,093920,SWIT,IT H/W,"10,750",-100,"199,950,000,000"
KOSDAQ,067010,ECS,IT H/W,"5,510",-70,"41,325,000,000"
KOSDAQ,096610,RFsemi,IT H/W,"8,210",-70,"66,673,163,700"
KOSDAQ,094190,ELK,IT H/W,"1,580",-20,"49,002,925,800"
KOSDAQ,092300,HYUNWOO,IT H/W,"3,865",-65,"47,483,337,685"
KOSDAQ,093640,Tamul,IT H/W,"6,130",-10,"39,846,691,880"
KOSDAQ,095910,S-ENERGY,IT H/W,"7,770",-40,"90,382,186,230"
KOSDAQ,094970,JMT,IT H/W,"2,920",-140,"48,904,860,800"
KOSDAQ,081580,SUNGWOO ELEC,IT H/W,"5,270",60,"81,727,913,610"
KOSDAQ,073110,LMS,IT H/W,"9,500",-260,"84,509,672,500"
KOSDAQ,080520,ODTech,IT H/W,"8,230",0,"96,674,592,070"
KOSDAQ,095500,MNtech,IT H/W,"5,750",30,"133,914,814,750"
KOSDAQ,095340,ISC,IT H/W,"16,550",-400,"214,440,534,600"
KOSDAQ,027580,SBK,IT H/W,"3,065",5,"83,207,354,155"
KOSDAQ,090740,YOUNYI,IT H/W,"3,475",-15,"55,600,000,000"
KOSDAQ,094940,PULOON TECH,IT H/W,"5,560",-300,"31,364,944,120"
KOSDAQ,095270,WAVE ELECTRO,IT H/W,"19,500",-250,"206,592,750,000"
KOSDAQ,093190,Bixolon,IT H/W,"12,100",-50,"123,420,000,000"
KOSDAQ,091340,S&K,IT H/W,"4,765",105,"41,630,933,005"
KOSDAQ,092600,Nextchip,IT H/W,"6,190",-10,"83,240,025,000"
KOSDAQ,091580,SANGSIN EDP,IT H/W,"3,965",0,"44,784,873,250"
KOSDAQ,073540,FRTEK,IT H/W,"3,650",35,"41,610,000,000"
KOSDAQ,091120,EM-Tech,IT H/W,"9,890",-10,"138,808,355,470"
KOSDAQ,025320,Synopex,IT H/W,"1,730",20,"111,294,309,830"
KOSDAQ,090460,BH,IT H/W,"17,900",-200,"279,864,495,200"
KOSDAQ,089010,CHEMTRON,IT H/W,"6,360",-190,"68,338,327,200"
KOSDAQ,090470,JASTECH,IT H/W,"20,900",-300,"305,094,187,200"
KOSDAQ,086830,SHINYANG AURACOM,IT H/W,472,-2,"29,014,967,608"
KOSDAQ,091700,PARTRON,IT H/W,"11,100",100,"601,136,151,000"
KOSDAQ,086390,UniTest,IT H/W,"9,580",300,"202,464,927,080"
KOSDAQ,060540,SAT,IT H/W,"2,120",-20,"52,996,919,640"
KOSDAQ,066310,QSI,IT H/W,"7,940",10,"65,729,146,200"
KOSDAQ,089890,KOSES,IT H/W,"2,930",-5,"24,688,514,020"
KOSDAQ,089790,JT Corp.,IT H/W,"3,600",-125,"27,100,058,400"
KOSDAQ,088390,INNOX,IT H/W,"26,000",200,"320,274,292,000"
KOSDAQ,038060,LUMENS,IT H/W,"3,715",-35,"175,633,252,560"
KOSDAQ,062860,TLi,IT H/W,"5,730",-50,"56,570,685,600"
KOSDAQ,084730,Thinkware,IT H/W,"10,300",-150,"101,561,893,400"
KOSDAQ,058450,ILYA,IT H/W,"4,265",150,"41,711,700,000"
KOSDAQ,088800,Ace Technologies,IT H/W,"3,125",-45,"88,526,187,500"
KOSDAQ,083450,GST,IT H/W,"6,350",30,"59,167,680,750"
KOSDAQ,085670,NEWFLEX,IT H/W,"4,690",-115,"63,243,046,020"
KOSDAQ,084370,Eugenetech,IT H/W,"16,150",100,"370,094,078,300"
KOSDAQ,083640,INCON,IT H/W,"9,420",-10,"60,239,609,460"
KOSDAQ,080420,Moda-InnoChips,IT H/W,"8,920",50,"355,558,434,120"
KOSDAQ,079190,EMW,IT H/W,"2,740",0,"76,364,208,260"
KOSDAQ,082800,LUMIMICRO,IT H/W,"1,220",-40,"46,283,750,000"
KOSDAQ,077360,DSHM,IT H/W,"7,810",-70,"177,431,492,810"
KOSDAQ,067310,Hana Micron,IT H/W,"5,190",80,"116,102,614,740"
KOSDAQ,083310,LOT Vacuum,IT H/W,"12,300",-100,"147,746,234,700"
KOSDAQ,082660,SamwooEms,IT H/W,"2,345",5,"47,104,758,365"
KOSDAQ,051980,NEXTBIO HOLDINGS,IT H/W,"1,275",-30,"24,982,056,750"
KOSDAQ,058220,ARION,IT H/W,"1,005",-15,"70,053,891,825"
KOSDAQ,078890,KAON Media,IT H/W,"10,900",50,"146,149,707,000"
KOSDAQ,050890,Solid,IT H/W,"2,330",-75,"73,337,695,980"
KOSDAQ,082210,OPTRONTEC,IT H/W,"6,270",-10,"129,577,443,930"
