Market,Code,Issue Name,Industry Classfication,Current Price(Close Price),Change,Market Cap.(KRW)
KOSDAQ,006050,KUKYOUNGG&M,Non-metal Products,"1,645",20,"56,320,439,105"
KOSDAQ,003670,POSCO CHEMTECH,Non-metal Products,"13,100",-150,"773,817,000,000"
KOSDAQ,049830,SEUNG IL,Metal Products,"13,450",-350,"82,476,906,400"
KOSDAQ,109610,SYPANEL,Metal Products,"11,450",-200,"139,117,500,000"
KOSDAQ,060480,KUKIL METAL,Metal Products,"5,060",275,"56,115,400,000"
KOSDAQ,140520,DaeChang Steel,Metal Products,"5,060",135,"73,703,960,000"
KOSDAQ,090410,Duckshin Housing,Metal Products,"6,000",30,"48,072,000,000"
KOSDAQ,192390,Winhitech,Metal Products,"6,080",-140,"59,967,581,120"
KOSDAQ,096350,DSOL,Metal Products,"2,475",-125,"27,720,000,000"
KOSDAQ,018310,SAMMOK S-FORM,Metal Products,"15,100",-50,"221,970,000,000"
KOSDAQ,006910,BOSUNG POWER,Metal Products,"2,935",0,"134,583,600,265"
KOSDAQ,147830,CheryongInd,Metal Products,"7,240",50,"72,400,000,000"
KOSDAQ,138070,SINJIN SM,Metal Products,"8,030",-10,"72,046,629,490"
KOSDAQ,008470,BOOSTER,Metal Products,"6,100",-90,"51,269,280,000"
KOSDAQ,128660,PJ METAL,Metal Products,"1,975",15,"48,986,653,775"
KOSDAQ,122800,SUNTECH,Metal Products,"2,590",70,"57,174,146,400"
KOSDAQ,069140,Nuriplan,Metal Products,"5,980",100,"27,149,696,340"
KOSDAQ,119500,FORMETAL,Metal Products,"3,800",-40,"45,693,784,000"
KOSDAQ,114190,WELCRON KANGWON,Metal Products,"2,705",-60,"41,259,446,150"
KOSDAQ,087220,SFC,Metal Products,465,1,"33,560,411,520"
KOSDAQ,100130,Dongkuk S&C,Metal Products,"5,450",-50,"311,429,350,000"
KOSDAQ,109860,DONGIL METAL,Metal Products,"9,840",100,"68,880,000,000"
KOSDAQ,024840,KB METAL,Metal Products,"2,245",-35,"70,137,158,520"
KOSDAQ,099660,Hansol SeenTec,Metal Products,"1,690",10,"108,139,047,380"
KOSDAQ,081150,Tplex,Metal Products,"2,080",10,"46,003,611,680"
KOSDAQ,090730,SIMPAC METALLOY,Metal Products,"5,680",260,"73,840,000,000"
KOSDAQ,100090,SAMKANG M&T,Metal Products,"6,850",110,"115,447,851,850"
KOSDAQ,101670,KSEC,Metal Products,"2,360",170,"44,604,000,000"
KOSDAQ,033310,DK D&I,Metal Products,"2,260",-5,"49,657,648,860"
KOSDAQ,093380,PUNGKANG,Metal Products,"3,945",-5,"38,973,889,785"
KOSDAQ,089230,THE E&M,Metal Products,"5,890",-70,"108,212,234,440"
KOSDAQ,079170,Hanchang,Metal Products,"6,710",210,"34,892,000,000"
KOSDAQ,073640,SAM WON TECH,Metal Products,600,-23,"16,987,440,000"
KOSDAQ,065620,JENAX,Metal Products,"20,900",0,"449,072,949,600"
KOSDAQ,005160,DONGKUK,Metal Products,"4,030",30,"218,605,262,460"
KOSDAQ,054410,KPT,Metal Products,"9,000",-40,"45,540,000,000"
KOSDAQ,053660,HYUNJIN,Metal Products,"1,320",-10,"43,722,004,920"
KOSDAQ,060380,DY STEC,Metal Products,"3,800",5,"38,000,000,000"
KOSDAQ,048470,DAESCO,Metal Products,"4,005",0,"40,050,000,000"
KOSDAQ,053260,KEUM KANG,Metal Products,"4,285",145,"80,215,200,000"
KOSDAQ,054540,SYMTEK,Metal Products,"5,870",-140,"76,310,000,000"
KOSDAQ,053620,TAEYANG,Metal Products,"11,750",100,"101,050,000,000"
KOSDAQ,044490,TAEWOONG,Metal Products,"24,250",-200,"485,178,989,250"
KOSDAQ,039240,K-Steel,Metal Products,"10,550",-100,"52,750,000,000"
KOSDAQ,039020,EAGON,Metal Products,"3,445",10,"49,356,783,710"
KOSDAQ,038010,JEIL TECHNOS,Metal Products,"5,330",-110,"47,970,000,000"
KOSDAQ,037760,CENIT,Metal Products,"2,045",-45,"67,919,263,930"
KOSDAQ,026910,KwangjinInd,Metal Products,"5,350",-200,"34,268,916,750"
KOSDAQ,025550,HanSun,Metal Products,"3,700",-55,"90,732,339,800"
KOSDAQ,024940,PNPOONGNYUN,Metal Products,"3,240",-30,"32,400,000,000"
KOSDAQ,024880,KPF,Metal Products,"4,980",30,"74,135,477,160"
KOSDAQ,023790,DongilSteel,Metal Products,"5,400",0,"39,663,459,000"
KOSDAQ,023440,JeilSteel,Metal Products,"1,315",-20,"34,232,323,275"
KOSDAQ,023160,TKCORP.,Metal Products,"9,380",60,"248,570,000,000"
KOSDAQ,021045,DAEHO P&C(1P),Metal Products,"2,420",-210,"10,266,767,720"
KOSDAQ,021040,DAEHO P&C,Metal Products,"1,155",-190,"57,880,314,030"
KOSDAQ,020400,DaedongMetal,Metal Products,"40,550",250,"19,464,000,000"
KOSDAQ,019210,YG-1,Metal Products,"10,750",50,"258,142,222,500"
KOSDAQ,017510,SemyungElec,Metal Products,"4,315",-15,"65,786,490,000"
KOSDAQ,017480,SAMSCO,Metal Products,"5,180",-70,"81,340,970,200"
KOSDAQ,014620,SKB,Metal Products,"9,970",-30,"285,142,000,000"
KOSDAQ,013030,HY-LOKCO,Metal Products,"20,200",200,"274,987,286,400"
KOSDAQ,012620,Wonil,Metal Products,"10,150",-50,"44,660,000,000"
KOSDAQ,009730,KOSSEN,Metal Products,"1,515",5,"56,646,890,805"
KOSDAQ,009620,SAMBO IND,Metal Products,"22,800",-100,"31,920,000,000"
KOSDAQ,009520,POSCO M-TECH,Metal Products,"2,780",15,"115,766,714,340"
KOSDAQ,007530,Youngsin,Metal Products,"4,390",-50,"27,626,129,520"
KOSDAQ,004780,Daeryuk,Metal Products,"6,980",80,"111,004,329,020"
KOSDAQ,083500,FNS TECH,Machinery,"16,650",-800,"97,420,831,650"
KOSDAQ,222080,CIS,Machinery,"1,900",0,"95,033,863,700"
KOSDAQ,144960,NPP,Machinery,"22,650",700,"183,634,240,800"
KOSDAQ,217820,NS,Machinery,"10,800",-250,"52,920,000,000"
KOSDAQ,160600,SNTEK,Machinery,"7,750",100,"84,055,639,750"
KOSDAQ,053590,HANKOOK Technology,Machinery,"3,185",0,"126,952,446,985"
KOSDAQ,195990,Ugint,Machinery,456,-6,"167,567,790,600"
KOSDAQ,196490,DAT,Machinery,"13,950",50,"84,309,419,700"
KOSDAQ,123840,HANIL VACUUM,Machinery,"2,915",-70,"95,851,773,325"
KOSDAQ,158310,INTERBULLS,Machinery,"5,090",0,"30,810,390,980"
KOSDAQ,141070,MAXROTEC,Machinery,"2,250",-15,"53,948,189,250"
KOSDAQ,137400,P&T,Machinery,"11,000",100,"83,600,000,000"
KOSDAQ,101000,DMC,Machinery,"1,985",-50,"53,103,694,635"
KOSDAQ,056080,Yujin Robot,Machinery,"3,780",-20,"88,202,504,880"
KOSDAQ,036090,WIZIT,Machinery,"1,260",-15,"83,561,995,440"
KOSDAQ,018000,UNISON,Machinery,"1,400",-40,"93,642,616,200"
KOSDAQ,126870,NEUROS,Machinery,"4,745",100,"67,340,968,825"
KOSDAQ,100660,SMI,Machinery,"3,555",10,"44,793,000,000"
KOSDAQ,136510,Semisysco,Machinery,"10,250",100,"55,350,000,000"
KOSDAQ,007820,SMC,Machinery,"11,750",100,"235,000,000,000"
KOSDAQ,090360,Robostar,Machinery,"14,650",-300,"114,270,000,000"
KOSDAQ,099440,SMEC,Machinery,"3,880",-5,"92,022,580,800"
KOSDAQ,019770,SEOYON TOPMETAL,Machinery,"7,400",-300,"86,210,000,000"
KOSDAQ,126880,JNK Heaters,Machinery,"4,265",135,"63,222,082,490"
KOSDAQ,105740,DK-Lok,Machinery,"5,620",-10,"44,148,213,480"
KOSDAQ,050860,ASIA TECHNOLOGY,Machinery,"3,385",-35,"59,237,500,000"
KOSDAQ,080530,KODI,Machinery,"4,885",-205,"77,729,294,435"
KOSDAQ,104460,DYP&F,Machinery,"4,870",-30,"52,175,353,750"
KOSDAQ,109740,DSK,Machinery,"13,050",-350,"169,650,000,000"
KOSDAQ,108230,TOPTEC,Machinery,"22,450",-300,"809,961,359,650"
KOSDAQ,103230,S&W Corp.,Machinery,"4,660",35,"33,552,000,000"
KOSDAQ,101680,HNK,Machinery,"3,265",-35,"27,439,060,000"
KOSDAQ,010240,HEUNGKUK,Machinery,"6,140",80,"37,830,676,720"
KOSDAQ,101170,WOORIM,Machinery,"6,540",-270,"88,290,000,000"
KOSDAQ,095300,NSV,Machinery,"1,720",110,"21,598,480,320"
KOSDAQ,071670,A-Tech,Machinery,"8,870",80,"88,700,000,000"
KOSDAQ,076080,WELCRON HANTEC,Machinery,"2,770",15,"49,918,981,610"
KOSDAQ,098460,Koh Young,Machinery,"50,500","-1,100","690,282,025,500"
KOSDAQ,068330,"ilShinbiobase Co., Ltd.",Machinery,"2,390",-50,"105,676,574,600"
KOSDAQ,086670,BMT,Machinery,"6,810",-300,"55,477,862,490"
KOSDAQ,095190,EMKOREA,Machinery,"4,160",-40,"89,082,019,520"
KOSDAQ,088130,DONG A ELTEK,Machinery,"23,250",50,"259,244,382,000"
KOSDAQ,090710,DST ROBOT,Machinery,"3,820",-45,"75,496,302,600"
KOSDAQ,086250,HWASHIN TECH,Machinery,"2,775",-10,"26,917,500,000"
KOSDAQ,089140,NEXTURN,Machinery,"24,100",-850,"285,501,132,000"
KOSDAQ,054950,JVM,Machinery,"48,450","1,150","306,732,492,600"
KOSDAQ,079370,ZEUS,Machinery,"15,900",-200,"165,105,600,000"
KOSDAQ,019990,ENERTORK,Machinery,"6,860",-10,"66,926,763,680"
KOSDAQ,084180,SOOSUNG,Machinery,"9,380",120,"76,916,000,000"
KOSDAQ,083650,BHI,Machinery,"7,080",130,"184,080,000,000"
KOSDAQ,083930,AVACO,Machinery,"8,260",-130,"132,131,131,300"
KOSDAQ,082270,GemVax,Machinery,"12,300",0,"376,250,751,600"
KOSDAQ,079950,INVENIA,Machinery,"5,490",-90,"127,368,000,000"
KOSDAQ,079810,DE&T,Machinery,"8,800",-30,"77,823,891,200"
KOSDAQ,080000,SNU,Machinery,"4,660",-25,"145,625,000,000"
KOSDAQ,049950,meerecompany,Machinery,"32,550",800,"249,359,951,400"
KOSDAQ,073010,KSP,Machinery,"3,760",0,"35,509,579,120"
KOSDAQ,078150,HB Technology,Machinery,"4,495",-45,"346,827,187,800"
KOSDAQ,068790,DMS,Machinery,"10,600",300,"239,268,362,200"
KOSDAQ,041440,EVERDIGM,Machinery,"10,350",100,"185,430,020,400"
KOSDAQ,065130,TOP ENG,Machinery,"6,860",-40,"109,597,123,020"
KOSDAQ,058530,EQUISnZAROO,Machinery,"3,250",-15,"112,396,375,000"
KOSDAQ,054300,Panstar Enterprise,Machinery,"1,360",-45,"37,433,922,480"
KOSDAQ,056190,SFA,Machinery,"64,900",800,"1,165,239,262,000"
KOSDAQ,051490,NARA M&D,Machinery,"4,240",140,"60,208,000,000"
KOSDAQ,051170,Suncore,Machinery,"2,190",25,"76,672,086,150"
KOSDAQ,048770,TPC,Machinery,"6,490",-60,"83,721,000,000"
KOSDAQ,044780,HK,Machinery,"2,120",140,"39,062,668,440"
KOSDAQ,044060,JOKWANG ILI,Machinery,"5,700",-180,"56,348,239,200"
KOSDAQ,043340,Essen Tech,Machinery,"1,055",-10,"75,960,000,000"
KOSDAQ,039610,HS VALVE,Machinery,"5,890",0,"42,879,200,000"
KOSDAQ,036890,JINSUNG,Machinery,"7,830",30,"176,036,158,440"
KOSDAQ,036560,YPPC,Machinery,"8,760",0,"137,970,000,000"
KOSDAQ,033540,Paratech,Machinery,"6,930",-120,"77,714,461,440"
KOSDAQ,013810,Speco,Machinery,"5,000",20,"69,093,950,000"
KOSDAQ,008830,DaedongGear,Machinery,"28,650",-150,"25,749,244,800"
KOSDAQ,203450,Union community,Electric n Electronics,"3,540",-15,"51,963,684,780"
KOSDAQ,189300,Intellian Tech,Electric n Electronics,"15,800",50,"113,208,738,000"
KOSDAQ,234920,Zaigle,Electric n Electronics,"8,010",-100,"108,382,589,100"
KOSDAQ,071460,DAYOU WINIA,Electric n Electronics,"4,285",5,"103,317,906,050"
KOSDAQ,237750,PNC Technologies,Electric n Electronics,"8,670",20,"56,325,522,000"
KOSDAQ,036010,ABEL,Electric n Electronics,"7,530",-10,"100,095,793,020"
KOSDAQ,236200,Suprema,Electric n Electronics,"19,900",-400,"140,897,432,700"
KOSDAQ,225650,Cuchen,Electric n Electronics,"10,850",-200,"115,946,105,450"
KOSDAQ,214430,i3system,Electric n Electronics,"42,800",-50,"144,424,320,000"
KOSDAQ,105550,TRUWIN,Electric n Electronics,"7,290",10,"70,434,988,560"
KOSDAQ,082850,WOOREE ETI,Electric n Electronics,"1,540",10,"63,938,676,340"
KOSDAQ,014470,Bubang,Electric n Electronics,"4,170",10,"197,213,853,300"
KOSDAQ,189860,SJEM,Electric n Electronics,"7,980",-10,"38,698,132,200"
KOSDAQ,177830,PAVONINE,Electric n Electronics,"5,100",-20,"54,627,487,200"
KOSDAQ,010170,TaihanFiberoptics,Electric n Electronics,"1,655",10,"77,722,230,815"
KOSDAQ,119850,GNCENERGY,Electric n Electronics,"8,930",-30,"73,767,854,540"
KOSDAQ,056730,Fourth-Link,Electric n Electronics,"6,490",-180,"59,591,167,020"
KOSDAQ,044340,WINIX,Electric n Electronics,"9,120",-80,"149,190,805,920"
KOSDAQ,131390,PNESolution,Electric n Electronics,"6,200",-80,"88,536,000,000"
KOSDAQ,111870,SAMBON P&E,Electric n Electronics,"16,150","-2,850","153,425,000,000"
KOSDAQ,045890,DONGBU LIGHTEC,Electric n Electronics,"1,930",10,"50,117,732,410"
KOSDAQ,066130,HAATZ,Electric n Electronics,"5,320",-40,"68,096,000,000"
KOSDAQ,065350,SSDELTATECH,Electric n Electronics,"3,075",-35,"63,208,325,475"
KOSDAQ,042110,SCD,Electric n Electronics,"2,020",0,"97,625,719,280"
KOSDAQ,037070,PASECO,Electric n Electronics,"5,370",-20,"70,884,000,000"
KOSDAQ,071280,RORZE,Electric n Electronics,"11,650",-150,"95,814,283,300"
KOSDAQ,069510,ESTec,Electric n Electronics,"13,150",300,"143,466,500,000"
KOSDAQ,065710,Seoho,Electric n Electronics,"10,600",-50,"54,590,000,000"
KOSDAQ,027040,SET,Electric n Electronics,"1,335",-5,"80,823,086,730"
KOSDAQ,018290,Gmp,Electric n Electronics,"4,690",0,"81,754,771,490"
KOSDAQ,054220,VitzroSys,Electric n Electronics,"1,710",5,"68,877,308,880"
KOSDAQ,053160,Freems,Electric n Electronics,"7,700",290,"46,200,000,000"
KOSDAQ,048430,YURA TECH.,Electric n Electronics,"9,660",-300,"111,283,200,000"
KOSDAQ,042370,Vitzro Tech,Electric n Electronics,"5,420",30,"121,157,991,660"
KOSDAQ,037400,WOOREE LIGHTING,Electric n Electronics,"1,815",10,"45,235,872,990"
KOSDAQ,032820,"WooriTG, Inc.",Electric n Electronics,714,-9,"54,874,080,156"
KOSDAQ,032750,Samjin,Electric n Electronics,"7,390",-20,"44,340,000,000"
KOSDAQ,032540,TJ MEDIA,Electric n Electronics,"4,800",0,"66,871,723,200"
KOSDAQ,025440,DAESUNGELTEC,Electric n Electronics,"1,155",-5,"114,474,530,940"
KOSDAQ,017250,Interm,Electric n Electronics,"4,980",565,"104,806,425,660"
KOSDAQ,08537M,Lutronic(3PC),Medical n Precision Machines,"29,950",50,"50,946,956,650"
KOSDAQ,147760,Micro Friend,Medical n Precision Machines,"8,440",430,"89,813,129,040"
KOSDAQ,214680,DRTECH,Medical n Precision Machines,"1,905",-15,"77,114,102,820"
KOSDAQ,156100,L&K BIOMED,Medical n Precision Machines,"7,370",-190,"73,157,287,940"
KOSDAQ,238120,LogosBio,Medical n Precision Machines,"13,100",250,"46,658,584,400"
KOSDAQ,208370,SELVAS Healthcare,Medical n Precision Machines,"5,430",70,"68,663,864,970"
KOSDAQ,228850,RAYENCE,Medical n Precision Machines,"18,700",0,"310,251,961,800"
KOSDAQ,140860,Park Systems,Medical n Precision Machines,"17,850",-50,"116,513,286,750"
KOSDAQ,058110,MEKICS,Medical n Precision Machines,"7,100",-120,"38,066,650,000"
KOSDAQ,056090,U&I,Medical n Precision Machines,"14,850",-450,"114,012,983,700"
KOSDAQ,149980,Hironic,Medical n Precision Machines,"6,190",-40,"87,246,471,550"
KOSDAQ,041920,MEDIANA,Medical n Precision Machines,"13,500",-250,"116,781,696,000"
KOSDAQ,196450,ONDA Entertainment,Medical n Precision Machines,"2,680",0,"59,363,171,160"
KOSDAQ,150840,IntroMedic,Medical n Precision Machines,"7,200",320,"51,855,681,600"
KOSDAQ,046210,PANAGENE,Medical n Precision Machines,"6,810",-180,"202,139,323,200"
KOSDAQ,104540,Corentec,Medical n Precision Machines,"13,150",0,"128,793,111,950"
KOSDAQ,099190,i-SENS,Medical n Precision Machines,"28,850",-250,"395,846,753,300"
KOSDAQ,106520,Digital Optics,Medical n Precision Machines,"3,980",-25,"82,284,971,680"
KOSDAQ,002230,PSTEC,Medical n Precision Machines,"5,300",30,"99,408,824,600"
KOSDAQ,126700,HyVISION,Medical n Precision Machines,"8,830",160,"131,938,848,960"
KOSDAQ,115480,CU MEDICAL,Medical n Precision Machines,"3,300",65,"47,500,533,300"
KOSDAQ,043290,K-MAC,Medical n Precision Machines,"20,700",-600,"141,546,910,500"
KOSDAQ,137940,NextEye,Medical n Precision Machines,"21,700",500,"259,727,386,800"
KOSDAQ,078650,KOLEN,Medical n Precision Machines,"4,840",-10,"66,914,684,320"
KOSDAQ,119610,INTEROJO,Medical n Precision Machines,"37,100",600,"399,789,600,000"
KOSDAQ,100120,Vieworks,Medical n Precision Machines,"62,900",100,"629,117,308,500"
KOSDAQ,039860,NanoenTek,Medical n Precision Machines,"4,905",-15,"119,870,047,890"
KOSDAQ,039840,DIO,Medical n Precision Machines,"28,950",-100,"439,212,116,850"
KOSDAQ,057540,Omnisystem,Medical n Precision Machines,"2,250",-75,"91,527,783,750"
KOSDAQ,048260,OSSTEMIMPLANT,Medical n Precision Machines,"57,600","-1,400","822,857,299,200"
KOSDAQ,043150,VATECH,Medical n Precision Machines,"27,900",-350,"414,433,742,400"
KOSDAQ,085370,Lutronic,Medical n Precision Machines,"29,500",0,"321,639,709,500"
KOSDAQ,006140,PJ Electro,Medical n Precision Machines,"7,860",30,"78,600,000,000"
KOSDAQ,065510,Huvitz,Medical n Precision Machines,"13,900",-100,"165,137,156,900"
KOSDAQ,065450,VICTEK,Medical n Precision Machines,"3,330",45,"81,585,000,000"
KOSDAQ,053450,SEKONIX,Medical n Precision Machines,"15,900",-100,"173,722,096,200"
KOSDAQ,049430,KOMELON,Medical n Precision Machines,"11,250",-250,"101,790,000,000"
KOSDAQ,043100,SOLCO,Medical n Precision Machines,920,-5,"110,147,722,200"
KOSDAQ,041830,InBody,Medical n Precision Machines,"23,700",600,"324,305,633,400"
KOSDAQ,033110,ED,Medical n Precision Machines,"3,840",160,"125,799,463,680"
KOSDAQ,241690,UNITEKNO,Vehicles n Components,"19,500",-200,"116,293,320,000"
KOSDAQ,085910,NEOTIS,Vehicles n Components,"5,130",-10,"56,500,168,140"
KOSDAQ,040610,SG&G,Vehicles n Components,"4,275",50,"145,722,762,900"
KOSDAQ,013310,A-JIN INDUSTRY,Vehicles n Components,"10,300",100,"133,431,308,800"
KOSDAQ,221840,HIZEAERO,Vehicles n Components,"6,700",-60,"118,564,318,900"
KOSDAQ,212560,NEOOTO,Vehicles n Components,"6,450",-120,"50,793,511,350"
KOSDAQ,215360,W.I.C,Vehicles n Components,"23,300",-950,"212,779,397,900"
KOSDAQ,028300,HLB,Vehicles n Components,"14,900",-200,"535,115,754,100"
KOSDAQ,067390,ASTK,Vehicles n Components,"16,000",-150,"230,771,824,000"
KOSDAQ,071850,CTK,Vehicles n Components,"5,870",-20,"72,630,032,430"
KOSDAQ,170030,HDI21,Vehicles n Components,"5,120",10,"78,540,800,000"
KOSDAQ,067570,NVH,Vehicles n Components,"3,760",5,"107,995,554,720"
KOSDAQ,113810,Dgenx,Vehicles n Components,"2,845",185,"61,524,410,940"
KOSDAQ,080440,SEJIN ELECTRON,Vehicles n Components,"1,185",-15,"34,896,068,415"
KOSDAQ,122690,SAC,Vehicles n Components,"4,595",95,"73,669,222,625"
KOSDAQ,122350,SAMKEE,Vehicles n Components,"3,130",10,"96,489,311,280"
KOSDAQ,123410,KFTC,Vehicles n Components,"4,810",5,"133,915,517,840"
KOSDAQ,123750,Alton Sports,Vehicles n Components,"5,820",180,"74,183,448,540"
KOSDAQ,126640,HWASHIN PRECISION,Vehicles n Components,"1,760",15,"64,018,041,120"
KOSDAQ,134780,HJIN,Vehicles n Components,"6,270",50,"77,309,100,000"
KOSDAQ,108380,DAYANG,Vehicles n Components,"14,550",-400,"139,204,695,150"
KOSDAQ,104040,Daesung Fine Tec,Vehicles n Components,"2,355",0,"66,418,929,285"
KOSDAQ,054180,ChoongAng Ocean,Vehicles n Components,"1,855",-60,"40,550,300,000"
KOSDAQ,053700,SAMBO MOTORS,Vehicles n Components,"5,850",-60,"71,246,769,750"
KOSDAQ,130740,TPC Global,Vehicles n Components,"3,920",-125,"37,044,000,000"
KOSDAQ,101930,Inhwa Precision,Vehicles n Components,"4,520",20,"42,179,306,600"
KOSDAQ,123040,"MS AUTOTECH CO., LTD",Vehicles n Components,"5,630",-210,"81,898,472,740"
KOSDAQ,088290,EWON COMFORT,Vehicles n Components,"2,860",10,"35,831,993,340"
KOSDAQ,099410,DBSM,Vehicles n Components,"2,520",55,"34,123,325,040"
KOSDAQ,102210,Haeduk Powerway,Vehicles n Components,"5,520",0,"56,157,637,200"
KOSDAQ,064820,CAPEind,Vehicles n Components,"3,090",10,"57,224,488,680"
KOSDAQ,092460,HANLA IMS,Vehicles n Components,"8,000",0,"80,783,904,000"
KOSDAQ,033600,EZEN TECH,Vehicles n Components,"1,915",0,"22,022,500,000"
KOSDAQ,080470,SCAutotech,Vehicles n Components,"4,520",20,"32,996,000,000"
KOSDAQ,090150,KWANGJIN,Vehicles n Components,"4,535",-245,"43,800,812,255"
KOSDAQ,078590,DUAL,Vehicles n Components,"3,705",10,"47,702,875,350"
KOSDAQ,073070,NEXENTECH,Vehicles n Components,"3,970",-10,"57,565,000,000"
KOSDAQ,067170,Autech,Vehicles n Components,"10,000",230,"138,040,650,000"
KOSDAQ,072470,W.I.H.C,Vehicles n Components,"6,800",-70,"128,433,918,800"
KOSDAQ,066590,WSA,Vehicles n Components,"3,600",100,"84,940,556,400"
KOSDAQ,065500,Orient Precision Industries,Vehicles n Components,926,9,"48,284,998,602"
KOSDAQ,053270,G.Y.TECH,Vehicles n Components,"2,380",30,"47,110,134,120"
KOSDAQ,053060,SAE DONG,Vehicles n Components,"1,985",-5,"26,735,647,400"
KOSDAQ,046070,KODACO,Vehicles n Components,"3,135",10,"113,935,831,680"
KOSDAQ,043370,PHA,Vehicles n Components,"14,800",350,"310,800,000,000"
KOSDAQ,038110,ECOPLASTIC,Vehicles n Components,"2,505",-20,"56,854,476,990"
KOSDAQ,031510,AUSTEM,Vehicles n Components,"3,435",-10,"89,310,000,000"
KOSDAQ,024910,Kyungchang,Vehicles n Components,"5,080",50,"89,204,800,000"
KOSDAQ,024830,SewonCorp,Vehicles n Components,"8,040",50,"67,134,000,000"
KOSDAQ,024740,HanilForging,Vehicles n Components,"2,850",5,"42,075,607,350"
KOSDAQ,024120,KBA,Vehicles n Components,"8,230",0,"94,645,000,000"
KOSDAQ,019540,IljiTech,Vehicles n Components,"7,090",-10,"95,810,715,000"
KOSDAQ,015750,SW HITECH,Vehicles n Components,"7,710",30,"462,600,000,000"
KOSDAQ,014940,OPCO,Vehicles n Components,"1,560",-10,"63,251,697,600"
KOSDAQ,014200,KANGLIM,Vehicles n Components,"6,090",60,"295,355,779,740"
KOSDAQ,013720,CheongboInd,Vehicles n Components,"3,880",50,"30,904,572,480"
KOSDAQ,012860,SEOYON ELECTRONICS,Vehicles n Components,"2,980",-20,"80,460,000,000"
KOSDAQ,011320,UNICK,Vehicles n Components,"3,415",0,"65,980,173,425"
KOSDAQ,005710,Daewonsanup,Vehicles n Components,"8,220",-100,"149,735,520,000"
KOSDAQ,194610,WOOSUNG I.B.,Other Manufacturing,"2,690",55,"38,690,544,380"
KOSDAQ,043710,SEOULEAGUER,Other Manufacturing,"4,690",580,"99,030,794,520"
KOSDAQ,026040,J.ESTINA,Other Manufacturing,"8,440",-60,"139,291,987,600"
KOSDAQ,066910,SONOKONG,Other Manufacturing,"6,030",30,"132,033,850,830"
KOSDAQ,073190,DBK,Other Manufacturing,"3,150",50,"37,699,326,000"
KOSDAQ,004590,KoreaFurni,Other Manufacturing,"43,800",-300,"65,700,000,000"
KOSDAQ,003800,AceBed,Other Manufacturing,"157,200","1,500","348,669,600,000"